L0,L1,L2,L3,L4,L5,value
9359,,,,,,206866.228669864
9359,33368,,,,,415.885221415402
9359,33378,,,,,4333.77658155421
9359,33379,,,,,1482.36139365496
9359,33407,,,,,1606.9349348653
9359,33411,,,,,3061.55072140689
9359,33413,,,,,2514.15972861492
9359,33418,,,,,69543.8948327946
9359,33420,,,,,1731.3732349019
9359,33450,,,,,1211.4932973445
9359,33459,,,,,333.630311031402
9359,33485,,,,,606.255684178399
9359,33510,,,,,115539.122799114
9359,34952,,,,,2842.32854967815
9359,0,,,,,1643.46137931014
9359,33368,0,,,,415.885221415402
9359,33378,33418,,,,943.333490888299
9359,33378,33510,,,,1582.1728341528
9359,33378,34832,,,,1210.51735717148
9359,33378,0,,,,597.752899341633
9359,33379,34832,,,,1224.98382007065
9359,33379,0,,,,257.377573584311
9359,33407,0,,,,1606.9349348653
9359,33411,33371,,,,277.834105726814
9359,33411,33411,,,,285.129869395477
9359,33411,34832,,,,1828.77185884074
9359,33411,34953,,,,224.07784838948
9359,33411,0,,,,445.737039054378
9359,33413,34832,,,,1809.64404002799
9359,33413,0,,,,704.51568858693
9359,33418,30710,,,,304.548060252851
9359,33418,30818,,,,310.944077164286
9359,33418,30910,,,,1762.35814928244
9359,33418,31022,,,,318.367226607432
9359,33418,31085,,,,464.579922430064
9359,33418,31110,,,,341.088862442139
9359,33418,32510,,,,326.446089190305
9359,33418,33418,,,,11840.6623501846
9359,33418,33477,,,,852.701097891442
9359,33418,33485,,,,912.804674850068
9359,33418,33510,,,,23531.3743882739
9359,33418,33850,,,,447.976510831037
9359,33418,34710,,,,835.730572524423
9359,33418,34832,,,,21220.8729731668
9359,33418,34953,,,,318.313132882659
9359,33418,0,,,,5755.12674482017
9359,33420,31022,,,,452.504184888355
9359,33420,33422,,,,798.349687765459
9359,33420,0,,,,480.519362248088
9359,33450,34832,,,,307.089210369376
9359,33450,0,,,,904.404086975127
9359,33459,33510,,,,215.195952676571
9359,33459,0,,,,118.434358354831
9359,33485,0,,,,606.255684178398
9359,33510,33365,,,,386.2797427353
9359,33510,33533,,,,1540.20071364
9359,33510,34832,,,,111713.798483304
9359,33510,0,,,,1898.84385943409
9359,33378,33418,33510,,,319.19313119377
9359,33378,33418,34832,,,287.852157685517
9359,33378,33418,0,,,336.288202009012
9359,33378,33510,34832,,,1529.78950227637
9359,33378,33510,0,,,52.3833318764317
9359,33411,33371,0,,,277.834105726814
9359,33411,33411,0,,,285.129869395478
9359,33418,30710,34934,,,278.906214093272
9359,33418,30710,0,,,25.6418461595791
9359,33418,30818,30910,,,215.021813963986
9359,33418,30818,0,,,95.9222632002987
9359,33418,30910,34841,,,1433.68399640401
9359,33418,30910,0,,,328.674152878433
9359,33418,31022,0,,,318.367226607431
9359,33418,31085,0,,,464.579922430065
9359,33418,31110,34791,,,320.721657764136
9359,33418,31110,0,,,20.3672046780031
9359,33418,32510,0,,,326.446089190305
9359,33418,33418,30910,,,300.062109491013
9359,33418,33418,33418,,,2016.01140154957
9359,33418,33418,33510,,,4006.49200677125
9359,33418,33418,34832,,,3613.10208833651
9359,33418,33418,0,,,1904.99474403621
9359,33418,33477,33510,,,468.357160462735
9359,33418,33477,0,,,384.343937428706
9359,33418,33485,0,,,912.804674850068
9359,33418,33510,33533,,,313.686297313895
9359,33418,33510,34832,,,22752.2864356296
9359,33418,33510,0,,,465.401655330393
9359,33418,33850,0,,,447.976510831037
9359,33418,34710,34957,,,718.241867139787
9359,33418,34710,0,,,117.488705384636
9359,33420,31022,0,,,452.504184888354
9359,33420,33422,0,,,798.349687765459
9359,33459,33510,34832,,,208.071142564686
9359,33459,33510,0,,,7.12481011188504
9359,33510,33365,33407,,,295.130541335615
9359,33510,33365,0,,,91.1492013996845
9359,33510,33533,34832,,,1517.48883371304
9359,33510,33533,0,,,22.7118799269528
9359,33378,33418,33510,34832,,308.625132955478
9359,33378,33418,33510,0,,10.5679982382922
9359,33418,30818,30910,0,,215.021813963986
9359,33418,33418,30910,34841,,244.101486681155
9359,33418,33418,30910,0,,55.9606228098582
9359,33418,33418,33418,33418,,343.249545589357
9359,33418,33418,33418,33510,,682.152174176487
9359,33418,33418,33418,34832,,615.172934555932
9359,33418,33418,33418,0,,375.436747227794
9359,33418,33418,33510,34832,,3873.84316087993
9359,33418,33418,33510,0,,132.648845891321
9359,33418,33477,33510,34832,,452.850568487681
9359,33418,33477,33510,0,,15.5065919750542
9359,33418,33510,33533,34832,,309.060662838966
9359,33418,33510,33533,0,,4.62563447492913
9359,33510,33365,33407,0,,295.130541335615
9359,33418,33418,33418,33418,0,343.249545589357
9359,33418,33418,33418,33510,34832,659.567155044079
9359,33418,33418,33418,33510,0,22.5850191324074
