L0,L1,L2,L3,L4,L5,value,rest,fd
9258,,,,,,1.2e+08,0,1.2e+08
9258,9294,,,,,24443753.6083848,0,24443753.6083848
9258,9305,,,,,95556246.3916152,0,95556246.3916152
9258,0,,,,,0,0,0
9258,9294,4377,,,,1334.88136504152,0,1334.88136504152
9258,9294,9304,,,,10909769.8623354,0,10909769.8623354
9258,9294,9317,,,,13533160.4334914,0,13533160.4334914
9258,9294,12827,,,,1234.5775128582,0,1234.5775128582
9258,9294,0,,,,-1746.14631988501,-1746.14631988501,-1746.14631988501
9258,9305,25017,,,,2260.82133176817,0,2260.82133176817
9258,9305,25227,,,,103059.593608235,0,103059.593608235
9258,9305,25230,,,,17010.4102679275,0,17010.4102679275
9258,9305,25232,,,,90101.5716522663,0,90101.5716522663
9258,9305,25233,,,,45676.8907085379,0,45676.8907085379
9258,9305,25235,,,,5283.62391832409,0,5283.62391832409
9258,9305,25236,,,,21328.2929503941,0,21328.2929503941
9258,9305,25238,,,,2721.25038671334,0,2721.25038671334
9258,9305,25239,,,,2494.10400927375,0,2494.10400927375
9258,9305,25241,,,,4049.50931924577,0,4049.50931924577
9258,9305,25244,,,,12686.2359806844,0,12686.2359806844
9258,9305,25283,,,,2518.80420926601,0,2518.80420926601
9258,9305,25378,,,,1649.10772584007,0,1649.10772584007
9258,9305,25415,,,,4560.27654456452,0,4560.27654456452
9258,9305,25417,,,,2784.75830833021,0,2784.75830833021
9258,9305,25450,,,,16689.5147760334,0,16689.5147760334
9258,9305,25478,,,,4566.60417294351,0,4566.60417294351
9258,9305,25509,,,,2307.82662436463,0,2307.82662436463
9258,9305,25510,,,,4586.79596745543,0,4586.79596745543
9258,9305,25618,,,,2371.60210054696,0,2371.60210054696
9258,9305,26015,,,,77147.5537661202,0,77147.5537661202
9258,9305,26016,,,,9922.73468872383,0,9922.73468872383
9258,9305,26017,,,,251776.006675171,0,251776.006675171
9258,9305,26022,,,,2499.34578241455,0,2499.34578241455
9258,9305,26027,,,,8483.83766123963,0,8483.83766123963
9258,9305,26032,,,,5196.22371658389,0,5196.22371658389
9258,9305,26049,,,,9445.30280509648,0,9445.30280509648
9258,9305,26050,,,,764709.544110481,0,764709.544110481
9258,9305,26052,,,,1457.93541401216,0,1457.93541401216
9258,9305,26053,,,,1817.19858157111,0,1817.19858157111
9258,9305,26054,,,,13206.2607881114,0,13206.2607881114
9258,9305,26055,,,,11478.2810805485,0,11478.2810805485
9258,9305,26056,,,,7802.74650233817,0,7802.74650233817
9258,9305,26057,,,,1899.98264252063,0,1899.98264252063
9258,9305,26061,,,,1551.51713664602,0,1551.51713664602
9258,9305,26077,,,,25894.5313015635,0,25894.5313015635
9258,9305,26078,,,,6851.01461213847,0,6851.01461213847
9258,9305,26080,,,,4449.71647770707,0,4449.71647770707
9258,9305,26082,,,,2152.24721470713,0,2152.24721470713
9258,9305,26083,,,,21030.2060056125,0,21030.2060056125
9258,9305,26084,,,,3351.15252650042,0,3351.15252650042
9258,9305,26085,,,,1336.29201864438,0,1336.29201864438
9258,9305,26088,,,,4648.3238529785,0,4648.3238529785
9258,9305,26090,,,,1694.87606566578,0,1694.87606566578
9258,9305,26100,,,,2270.5528536067,0,2270.5528536067
9258,9305,26101,,,,7877.09042642501,0,7877.09042642501
9258,9305,26107,,,,30084.2830702394,0,30084.2830702394
9258,9305,26110,,,,79739.2826586173,0,79739.2826586173
9258,9305,26178,,,,6264.48905181838,0,6264.48905181838
9258,9305,26215,,,,8188.77313714903,0,8188.77313714903
9258,9305,26248,,,,1684.63283622794,0,1684.63283622794
9258,9305,26249,,,,12001.7863431126,0,12001.7863431126
9258,9305,26250,,,,241354.083763076,0,241354.083763076
9258,9305,26256,,,,48317.9742803977,0,48317.9742803977
9258,9305,26277,,,,6604.77150729835,0,6604.77150729835
9258,9305,26278,,,,59271.1748402836,0,59271.1748402836
9258,9305,26280,,,,2777.56586192658,0,2777.56586192658
9258,9305,26282,,,,2588.9913591655,0,2588.9913591655
9258,9305,26283,,,,7025.92012802931,0,7025.92012802931
9258,9305,26284,,,,9423.31781496618,0,9423.31781496618
9258,9305,26285,,,,2637.41771329119,0,2637.41771329119
9258,9305,26288,,,,3160.13601554672,0,3160.13601554672
9258,9305,26310,,,,7493.29283707554,0,7493.29283707554
9258,9305,26615,,,,11523.0368406899,0,11523.0368406899
9258,9305,26616,,,,126454.670642657,0,126454.670642657
9258,9305,26617,,,,695634.934501558,0,695634.934501558
9258,9305,26618,,,,9500.20417491533,0,9500.20417491533
9258,9305,26620,,,,5871.12258036247,0,5871.12258036247
9258,9305,26622,,,,63416.171575521,0,63416.171575521
9258,9305,26623,,,,3164.55838853201,0,3164.55838853201
9258,9305,26646,,,,223235.188535615,0,223235.188535615
9258,9305,26650,,,,192166.778014465,0,192166.778014465
9258,9305,26653,,,,1720.73526860792,0,1720.73526860792
9258,9305,26654,,,,3760.86539049717,0,3760.86539049717
9258,9305,26656,,,,6573.40008045676,0,6573.40008045676
9258,9305,26657,,,,4418.9191401377,0,4418.9191401377
9258,9305,26659,,,,6952.42158124872,0,6952.42158124872
9258,9305,26661,,,,1820.57306133613,0,1820.57306133613
9258,9305,26663,,,,8051.80989216595,0,8051.80989216595
9258,9305,26664,,,,10000.2469268886,0,10000.2469268886
9258,9305,26677,,,,8520.34855939532,0,8520.34855939532
9258,9305,26678,,,,12635.7078328153,0,12635.7078328153
9258,9305,26680,,,,4856.5778183436,0,4856.5778183436
9258,9305,26682,,,,3676.99413339057,0,3676.99413339057
9258,9305,26683,,,,2841.49873436047,0,2841.49873436047
9258,9305,26685,,,,22520.4520889354,0,22520.4520889354
9258,9305,26688,,,,19268.906473939,0,19268.906473939
9258,9305,26689,,,,16963.6044720496,0,16963.6044720496
9258,9305,26690,,,,14232.2058557434,0,14232.2058557434
9258,9305,26691,,,,8433.97055153072,0,8433.97055153072
9258,9305,26692,,,,8637.57872636424,0,8637.57872636424
9258,9305,26693,,,,1762.27715768197,0,1762.27715768197
9258,9305,26700,,,,6959.2274335044,0,6959.2274335044
9258,9305,26707,,,,15095.7841505942,0,15095.7841505942
9258,9305,26710,,,,524329.456790178,0,524329.456790178
9258,9305,26722,,,,2670.61080974728,0,2670.61080974728
9258,9305,26978,,,,2400.61541045904,0,2400.61541045904
9258,9305,27015,,,,16462.4641704369,0,16462.4641704369
